list-none-s,1,1000,8,3000,334985,111,34
list-none-s,2,1000,8,6000,2108908,351,470
list-none-m,1,1000,16,3000,402341,134,36
list-none-m,2,1000,16,6000,1887034,314,239
list-none-s,1,1000,16,3000,373224,124,34
list-none-m,1,1000,1,3000,455082,151,37
list-none-m,2,1000,1,6000,1581797,263,234
list-none-s,1,1000,1,3000,338261,112,34
list-id-none,1,1,4,3,80636,26878,0
list-id-none,1,2,4,6,106128,17688,0
list-id-none,1,4,4,12,114687,9557,0
list-id-none,1,8,4,24,103878,4328,0
list-id-none,1,16,4,48,113556,2365,0
list-id-none,2,1,4,6,116867,19477,0
list-id-none,2,2,4,12,119589,9965,0
list-id-none,2,4,4,24,109482,4561,0
list-id-none,2,8,4,48,128525,2677,0
list-id-none,2,16,4,96,118495,1234,0
list-id-none,4,1,4,12,130585,10882,0
list-id-none,4,2,4,24,138096,5754,0
list-id-none,4,4,4,48,149990,3124,0
list-id-none,12,4,4,144,356216,2473,0
list-id-none,16,1,4,48,477218,9942,0
list-id-none,16,2,4,96,432134,4501,0
list-id-s,1,1,4,3,94939,31646,103
list-id-s,1,2,4,6,81913,13652,76
list-id-s,1,4,4,12,74297,6191,52
list-id-s,1,8,4,24,80263,3344,45
list-id-s,1,16,4,48,127230,2650,39
list-id-s,2,2,4,12,102032,8502,77
list-id-s,2,8,4,48,125228,2608,656
list-id-s,2,16,4,96,189931,1978,674
list-id-s,4,2,4,24,145130,6047,74
list-id-s,4,8,4,96,132454,1379,199
list-id-s,8,2,4,48,251777,5245,71
list-id-s,8,4,4,96,235340,2451,60
list-id-s,8,8,4,192,406792,2118,3566
list-id-s,12,1,4,36,348967,9693,90
list-id-s,12,2,4,72,366215,5086,190
list-id-s,12,4,4,144,372014,2583,174
list-id-s,16,1,4,48,603465,12572,84
list-id-s,16,2,4,96,465540,4849,137
list-id-s,16,4,4,192,490740,2555,449
list-id-m,1,1,4,3,100789,33596,394
list-id-m,1,2,4,6,91023,15170,360
list-id-m,1,4,4,12,80754,6729,125
list-id-m,1,8,4,24,127996,5333,104
list-id-m,1,16,4,48,120520,2510,59
list-id-m,2,1,4,6,86252,14375,415
list-id-m,2,2,4,12,79195,6599,165
list-id-m,2,8,4,48,115343,2402,81
list-id-m,8,2,4,48,233190,4858,113
list-id-m,8,4,4,96,270979,2822,87
list-id-m,12,1,4,36,369783,10271,155
list-id-m,12,2,4,72,354017,4916,95
list-id-m,16,1,4,48,535484,11155,160
list-id-m,16,2,4,96,478239,4981,196
list-none-m,1,1000,1,3000,382420,127,40
list-none-m,2,1000,1,6000,1997271,332,246
list-none-s,1,1000,1,3000,367789,122,34
list-none-m,1,1000,4,3000,402062,134,37
list-none-m,2,1000,4,6000,3352596,558,391
list-none-s,1,1000,4,3000,342978,114,34
list-none-s,2,1000,4,6000,1307993,217,258
list-none-m,1,1000,8,3000,396632,132,37
list-none-m,2,1000,8,6000,2444620,407,297
list-none-s,1,1000,8,3000,361811,120,34
list-none-s,2,1000,8,6000,1565296,260,342
list-none-m,1,1000,16,3000,398596,132,37
list-none-m,2,1000,16,6000,2563631,427,335
list-none-s,1,1000,16,3000,424887,141,34
list-none-s,2,1000,16,6000,2223386,370,491
list-none-m,1,1000,1,3000,24140156,8046,229
list-none-m,2,1000,1,6000,29173854,4862,420
list-none-m,4,1000,1,12000,39160145,3263,1065
list-none-s,1,1000,1,3000,14144326,4714,294
list-none-s,2,1000,1,6000,39066973,6511,215
list-none-s,4,1000,1,12000,28342529,2361,155
list-none-s,8,1000,1,24000,40372328,1682,282
list-id-none,1,1,4,3,54750460,18250153,0
list-id-none,1,2,4,6,46212903,7702150,0
list-id-none,1,4,4,12,28726696,2393891,0
list-id-none,1,8,4,24,66801939,2783414,0
list-id-none,1,16,4,48,23903966,497999,0
list-id-none,2,2,4,12,31602796,2633566,0
list-id-none,12,2,4,72,1910218,26530,0
list-id-none,16,1,4,48,2432449,50676,0
list-id-s,1,1,4,3,144571,48190,433
list-id-s,1,2,4,6,212316,35386,545
list-id-s,1,4,4,12,155876,12989,330
list-id-s,1,8,4,24,94676,3944,56
list-id-s,1,16,4,48,215200,4483,53
list-id-s,2,1,4,6,191467,31911,110
list-id-s,2,2,4,12,229503,19125,68
list-id-s,2,4,4,24,250336,10430,296
list-id-s,2,8,4,48,128145,2669,765
list-id-s,2,16,4,96,567316,5909,4518
list-id-s,4,1,4,12,373404,31117,262
list-id-s,4,2,4,24,221375,9223,1255
list-id-s,4,16,4,192,766914,3994,4383
list-id-s,8,1,4,24,667014,27792,13872
list-id-s,8,8,4,192,2290205,11928,2919
list-id-s,8,16,4,384,845350,2201,35
list-id-s,12,1,4,36,1034707,28741,119
list-id-s,12,2,4,72,1284887,17845,53
list-id-s,12,4,4,144,564262,3918,463
list-id-s,16,1,4,48,703066,14647,514
list-id-s,16,2,4,96,908660,9465,150
list-id-s,16,4,4,192,789383,4111,158
list-id-m,1,1,4,3,1138729,379576,630
list-id-m,1,2,4,6,26923954,4487325,320
list-id-m,1,4,4,12,28195424,2349618,218
list-id-m,1,8,4,24,34160087,1423336,158
list-id-m,1,16,4,48,382644,7971,601
list-id-m,2,1,4,6,54865710,9144285,2993692
list-id-m,2,2,4,12,37703444,3141953,613
